"geo","time","sector","GVA"
"IT",2018,"Textile and leather",24478.2
"IT",2018,"Transport equipment",24789.5
"IT",2018,"Wood and wood products",4336.2
"IT",2019,"Basic metals",9428.8
"IT",2019,"Chemical and petrochem.",20416.6
"IT",2019,"Coke and ref. pet. products",676.6
"IT",2019,"Construction",62252.6
"IT",2019,"Food, bev. and tobacco",28013.6
"IT",2019,"Machinery",80918.5
"IT",2019,"Mining and quarrying",7130.6
"IT",2019,"Non-metallic minerals",21405.6
"IT",2019,"Other manufacturing",12452.3
"IT",2019,"Paper, pulp and printing",10026.9
"IT",2019,"Textile and leather",24549.4
"IT",2019,"Transport equipment",23752
"IT",2019,"Wood and wood products",4178.2
"IT",2020,"Basic metals",8610.7
"IT",2020,"Chemical and petrochem.",19786.8
"IT",2020,"Coke and ref. pet. products",375.1
"IT",2020,"Construction",58460.7
"IT",2020,"Food, bev. and tobacco",25246.3
"IT",2020,"Machinery",72473.1
"IT",2020,"Mining and quarrying",7591.6
"IT",2020,"Non-metallic minerals",19228.2
"IT",2020,"Other manufacturing",10513.9
"IT",2020,"Paper, pulp and printing",8437.5
"IT",2020,"Textile and leather",18098.2
"IT",2020,"Transport equipment",18621.9
"IT",2020,"Wood and wood products",3493.8
"IT",2021,"Basic metals",7211
"IT",2021,"Chemical and petrochem.",19906.6
"IT",2021,"Coke and ref. pet. products",2922.4
"IT",2021,"Construction",71237.8
"IT",2021,"Food, bev. and tobacco",29972.6
"IT",2021,"Machinery",83768.3
"IT",2021,"Mining and quarrying",12005.1
"IT",2021,"Non-metallic minerals",24158.7
"IT",2021,"Other manufacturing",12732.4
"IT",2021,"Paper, pulp and printing",9190.3
"IT",2021,"Textile and leather",22367.5
"IT",2021,"Transport equipment",21639.7
"IT",2021,"Wood and wood products",4176.6
